station_abbr;reference_timestamp;rhs150m0;rh9120mv;rhs001m0
AIR;01.02.1932 00:00;7.4;9;
AIR;01.03.1932 00:00;62.9;63;
AIR;01.04.1932 00:00;115.2;76;
AIR;01.05.1932 00:00;475.2;258;
AIR;01.06.1932 00:00;237.5;136;
AIR;01.07.1932 00:00;291;219;
AIR;01.08.1932 00:00;49.3;28;
AIR;01.09.1932 00:00;580.5;306;
AIR;01.10.1932 00:00;306.3;141;
AIR;01.11.1932 00:00;78.3;36;
AIR;01.12.1932 00:00;137.3;119;
AIR;01.01.1933 00:00;78.6;73;
AIR;01.02.1933 00:00;22.9;28;
AIR;01.03.1933 00:00;125.2;126;
AIR;01.04.1933 00:00;99.6;66;
AIR;01.05.1933 00:00;143.9;78;
AIR;01.06.1933 00:00;295;168;
AIR;01.07.1933 00:00;181.5;136;
AIR;01.08.1933 00:00;29.1;17;
AIR;01.09.1933 00:00;309.9;163;
AIR;01.10.1933 00:00;202.5;93;
AIR;01.11.1933 00:00;251.7;115;
AIR;01.12.1933 00:00;68.3;59;
AIR;01.01.1934 00:00;38.6;36;
AIR;01.02.1934 00:00;69;84;
AIR;01.03.1934 00:00;191;193;
AIR;01.04.1934 00:00;265.8;176;
AIR;01.05.1934 00:00;62.6;34;
AIR;01.06.1934 00:00;114.9;66;
AIR;01.07.1934 00:00;92.4;69;
AIR;01.08.1934 00:00;327.6;187;
AIR;01.09.1934 00:00;45.1;24;
AIR;01.10.1934 00:00;86.3;40;
AIR;01.11.1934 00:00;404.7;184;
AIR;01.12.1934 00:00;141.5;123;
AIR;01.01.1935 00:00;21.8;20;
AIR;01.02.1935 00:00;188.3;230;
AIR;01.03.1935 00:00;25.3;26;
AIR;01.04.1935 00:00;135.7;90;
AIR;01.05.1935 00:00;218.4;119;
AIR;01.06.1935 00:00;204;117;
AIR;01.07.1935 00:00;77.2;58;
AIR;01.08.1935 00:00;435.7;249;
AIR;01.09.1935 00:00;133.5;70;
AIR;01.10.1935 00:00;466.3;215;
AIR;01.11.1935 00:00;410.1;187;
AIR;01.12.1935 00:00;342.3;298;
AIR;01.01.1936 00:00;217.4;203;
AIR;01.02.1936 00:00;99;121;
AIR;01.03.1936 00:00;203.1;205;
AIR;01.04.1936 00:00;195.3;129;
AIR;01.05.1936 00:00;127.3;69;
AIR;01.06.1936 00:00;109.6;63;
AIR;01.07.1936 00:00;367.8;277;
AIR;01.08.1936 00:00;45.9;26;
AIR;01.09.1936 00:00;227.4;120;
AIR;01.10.1936 00:00;43.6;20;
AIR;01.11.1936 00:00;125.5;57;
AIR;01.12.1936 00:00;166.4;145;
AIR;01.01.1937 00:00;86.1;80;
AIR;01.02.1937 00:00;194.5;237;
AIR;01.03.1937 00:00;340.7;343;
AIR;01.04.1937 00:00;92.7;61;
AIR;01.05.1937 00:00;291.3;158;
AIR;01.06.1937 00:00;113;65;
AIR;01.07.1937 00:00;94;71;
AIR;01.08.1937 00:00;90.4;52;
AIR;01.09.1937 00:00;405.1;214;
AIR;01.10.1937 00:00;432.9;199;
AIR;01.11.1937 00:00;74.7;34;
AIR;01.12.1937 00:00;107.1;93;
AIR;01.01.1938 00:00;91.2;85;
AIR;01.02.1938 00:00;21.7;26;
AIR;01.03.1938 00:00;26.5;27;
AIR;01.04.1938 00:00;30.3;20;
AIR;01.05.1938 00:00;184.5;100;
AIR;01.06.1938 00:00;266;152;
AIR;01.07.1938 00:00;313.9;236;
AIR;01.08.1938 00:00;147.6;84;
AIR;01.09.1938 00:00;181.4;96;
AIR;01.10.1938 00:00;107.7;50;
AIR;01.11.1938 00:00;129;59;
AIR;01.12.1938 00:00;114.5;100;
AIR;01.01.1939 00:00;214.8;201;
AIR;01.02.1939 00:00;84.1;103;
AIR;01.03.1939 00:00;66.6;67;
AIR;01.04.1939 00:00;383.3;253;
AIR;01.05.1939 00:00;256.6;139;
AIR;01.06.1939 00:00;215.5;123;
AIR;01.07.1939 00:00;332;250;
AIR;01.08.1939 00:00;312.3;179;
AIR;01.09.1939 00:00;110.7;58;
AIR;01.10.1939 00:00;355.6;164;
AIR;01.11.1939 00:00;235.9;108;
AIR;01.12.1939 00:00;66.7;58;
AIR;01.01.1940 00:00;40.2;38;
AIR;01.02.1940 00:00;41.2;50;
AIR;01.03.1940 00:00;176.4;178;
AIR;01.04.1940 00:00;209.5;138;
AIR;01.05.1940 00:00;123.6;67;
AIR;01.06.1940 00:00;213.4;122;
AIR;01.07.1940 00:00;261.5;197;
AIR;01.08.1940 00:00;60;34;
AIR;01.09.1940 00:00;245.9;130;
AIR;01.10.1940 00:00;239.7;110;
AIR;01.11.1940 00:00;261.1;119;
AIR;01.12.1940 00:00;110.3;96;
AIR;01.01.1941 00:00;147.9;138;
AIR;01.02.1941 00:00;73.3;89;
AIR;01.03.1941 00:00;148.9;150;
AIR;01.04.1941 00:00;293;194;
AIR;01.05.1941 00:00;271.7;148;
AIR;01.06.1941 00:00;127;73;
AIR;01.07.1941 00:00;99.8;75;
AIR;01.08.1941 00:00;224.9;129;
AIR;01.09.1941 00:00;49.3;26;
AIR;01.10.1941 00:00;99.5;46;
AIR;01.11.1941 00:00;160.8;73;
AIR;01.12.1941 00:00;13.1;11;
AIR;01.01.1942 00:00;61.5;57;
AIR;01.02.1942 00:00;38.8;47;
AIR;01.03.1942 00:00;57.5;58;
AIR;01.04.1942 00:00;82.7;55;
AIR;01.05.1942 00:00;110;60;
AIR;01.06.1942 00:00;123.9;71;
AIR;01.07.1942 00:00;82.7;62;
AIR;01.08.1942 00:00;156.7;90;
AIR;01.09.1942 00:00;487.1;257;
AIR;01.10.1942 00:00;408.8;188;
AIR;01.11.1942 00:00;73.4;33;
AIR;01.12.1942 00:00;132.1;115;
AIR;01.01.1943 00:00;102.7;96;
AIR;01.02.1943 00:00;14.4;18;
AIR;01.03.1943 00:00;89.5;90;
AIR;01.04.1943 00:00;119.9;79;
AIR;01.05.1943 00:00;142.2;77;
AIR;01.06.1943 00:00;66.2;38;
AIR;01.07.1943 00:00;121.4;91;
AIR;01.08.1943 00:00;88.2;50;
AIR;01.09.1943 00:00;385.7;203;
AIR;01.10.1943 00:00;128;59;
AIR;01.11.1943 00:00;74;34;
AIR;01.12.1943 00:00;69.6;61;
AIR;01.01.1944 00:00;34.5;32;
AIR;01.02.1944 00:00;82.1;100;
AIR;01.03.1944 00:00;21.8;22;
AIR;01.04.1944 00:00;86.7;57;
AIR;01.05.1944 00:00;86.5;47;
AIR;01.06.1944 00:00;93.7;54;
AIR;01.07.1944 00:00;189.2;142;
AIR;01.08.1944 00:00;128.4;73;
AIR;01.09.1944 00:00;169.9;90;
AIR;01.10.1944 00:00;320.9;148;
AIR;01.11.1944 00:00;186.1;85;
AIR;01.12.1944 00:00;84;73;
AIR;01.01.1945 00:00;64;60;
AIR;01.02.1945 00:00;68.3;83;
AIR;01.03.1945 00:00;61.1;62;
AIR;01.04.1945 00:00;42;28;
AIR;01.05.1945 00:00;187.7;102;
AIR;01.06.1945 00:00;54.9;31;
AIR;01.07.1945 00:00;59;44;
AIR;01.08.1945 00:00;310.4;178;
AIR;01.09.1945 00:00;66.4;35;
AIR;01.10.1945 00:00;250.5;115;
AIR;01.11.1945 00:00;57;26;
AIR;01.12.1945 00:00;178.6;155;
AIR;01.01.1946 00:00;196.9;184;
AIR;01.02.1946 00:00;149.1;182;
AIR;01.03.1946 00:00;185.6;187;
AIR;01.04.1946 00:00;91.2;60;
AIR;01.05.1946 00:00;328.5;179;
AIR;01.06.1946 00:00;299.2;171;
AIR;01.07.1946 00:00;111.5;84;
AIR;01.08.1946 00:00;332.6;190;
AIR;01.09.1946 00:00;173.1;91;
AIR;01.10.1946 00:00;45.9;21;
AIR;01.11.1946 00:00;88.3;40;
AIR;01.12.1946 00:00;13.9;12;
AIR;01.01.1947 00:00;57.8;54;
AIR;01.02.1947 00:00;114.2;139;
AIR;01.03.1947 00:00;274.5;277;
AIR;01.04.1947 00:00;74.4;49;
AIR;01.05.1947 00:00;204.8;111;
AIR;01.06.1947 00:00;147.3;84;
AIR;01.07.1947 00:00;132.4;100;
AIR;01.08.1947 00:00;113.9;65;
AIR;01.09.1947 00:00;184.6;97;
AIR;01.10.1947 00:00;71.1;33;
AIR;01.11.1947 00:00;190.8;87;
AIR;01.12.1947 00:00;131.5;114;
AIR;01.01.1948 00:00;232;217;
AIR;01.02.1948 00:00;104;127;
AIR;01.03.1948 00:00;20.2;20;
AIR;01.04.1948 00:00;180.1;119;
AIR;01.05.1948 00:00;200.4;109;
AIR;01.06.1948 00:00;176.8;101;
AIR;01.07.1948 00:00;120.6;91;
AIR;01.08.1948 00:00;279;160;
AIR;01.09.1948 00:00;298.2;157;
AIR;01.10.1948 00:00;150.5;69;
AIR;01.11.1948 00:00;20.1;9;
AIR;01.12.1948 00:00;43.5;38;
AIR;01.01.1949 00:00;104.9;98;
AIR;01.02.1949 00:00;1.7;2;
AIR;01.03.1949 00:00;27.9;28;
AIR;01.04.1949 00:00;152.2;101;
AIR;01.05.1949 00:00;318.1;173;
AIR;01.06.1949 00:00;44.7;26;
AIR;01.07.1949 00:00;38.5;29;
AIR;01.08.1949 00:00;104.5;60;
AIR;01.09.1949 00:00;85.2;45;
AIR;01.10.1949 00:00;122.3;56;
AIR;01.11.1949 00:00;192.5;88;
AIR;01.12.1949 00:00;115.6;101;
AIR;01.01.1950 00:00;62.5;58;
AIR;01.02.1950 00:00;201.5;246;
AIR;01.03.1950 00:00;14.8;15;
AIR;01.04.1950 00:00;165.2;109;
AIR;01.05.1950 00:00;343.9;187;
AIR;01.06.1950 00:00;104.6;60;
AIR;01.07.1950 00:00;113.3;85;
AIR;01.08.1950 00:00;356.2;204;
AIR;01.09.1950 00:00;156.4;82;
AIR;01.10.1950 00:00;6;3;
AIR;01.11.1950 00:00;382.6;174;
AIR;01.12.1950 00:00;123.7;108;
AIR;01.01.1951 00:00;217;203;
AIR;01.02.1951 00:00;333.8;408;
AIR;01.03.1951 00:00;140;141;
AIR;01.04.1951 00:00;170.6;113;
AIR;01.05.1951 00:00;201.1;109;
AIR;01.06.1951 00:00;202.2;115;
AIR;01.07.1951 00:00;58.7;44;
AIR;01.08.1951 00:00;355.2;203;
AIR;01.09.1951 00:00;46.2;24;
AIR;01.10.1951 00:00;203.5;94;
AIR;01.11.1951 00:00;765.9;349;
AIR;01.12.1951 00:00;16.9;15;
AIR;01.01.1952 00:00;93.4;87;
AIR;01.02.1952 00:00;44.7;55;
AIR;01.03.1952 00:00;97.7;98;
AIR;01.04.1952 00:00;229.4;152;
AIR;01.05.1952 00:00;213.4;116;
AIR;01.06.1952 00:00;178.2;102;
AIR;01.07.1952 00:00;53.1;40;
AIR;01.08.1952 00:00;205.5;118;
AIR;01.09.1952 00:00;247.4;130;
AIR;01.10.1952 00:00;180.8;83;
AIR;01.11.1952 00:00;194.6;89;
AIR;01.12.1952 00:00;108.8;95;
AIR;01.01.1953 00:00;13.2;12;
AIR;01.02.1953 00:00;15.2;19;
AIR;01.03.1953 00:00;5.6;6;
AIR;01.04.1953 00:00;217.8;144;
AIR;01.05.1953 00:00;23.7;13;
AIR;01.06.1953 00:00;277.4;158;
AIR;01.07.1953 00:00;163.7;123;
AIR;01.08.1953 00:00;62.6;36;
AIR;01.09.1953 00:00;338.2;178;
AIR;01.10.1953 00:00;395;182;
AIR;01.11.1953 00:00;20.3;9;
AIR;01.12.1953 00:00;26.6;23;
AIR;01.01.1954 00:00;69.6;65;
AIR;01.02.1954 00:00;78.7;96;
AIR;01.03.1954 00:00;91.2;92;
AIR;01.04.1954 00:00;151.6;100;
AIR;01.05.1954 00:00;153.6;83;
AIR;01.06.1954 00:00;291.4;166;
AIR;01.07.1954 00:00;102;77;
AIR;01.08.1954 00:00;546.4;313;
AIR;01.09.1954 00:00;186.1;98;
AIR;01.10.1954 00:00;64.4;30;
AIR;01.11.1954 00:00;119.6;55;
AIR;01.12.1954 00:00;388.7;338;
AIR;01.01.1955 00:00;206.6;193;
AIR;01.02.1955 00:00;211.3;258;
AIR;01.03.1955 00:00;42.6;43;
AIR;01.04.1955 00:00;10;7;
AIR;01.05.1955 00:00;132.8;72;
AIR;01.06.1955 00:00;271.2;155;
AIR;01.07.1955 00:00;155.8;117;
AIR;01.08.1955 00:00;59.7;34;
AIR;01.09.1955 00:00;65.8;35;
AIR;01.10.1955 00:00;201.2;93;
AIR;01.11.1955 00:00;47.9;22;
AIR;01.12.1955 00:00;67.9;59;
AIR;01.01.1956 00:00;117.6;110;
AIR;01.02.1956 00:00;12.5;15;
AIR;01.03.1956 00:00;283.6;286;
AIR;01.04.1956 00:00;215.7;142;
AIR;01.05.1956 00:00;106.6;58;
AIR;01.06.1956 00:00;134.4;77;
AIR;01.07.1956 00:00;233.6;176;
AIR;01.08.1956 00:00;451;258;
AIR;01.09.1956 00:00;250.6;132;
AIR;01.10.1956 00:00;81.4;37;
AIR;01.11.1956 00:00;38;17;
AIR;01.12.1956 00:00;7.4;6;
AIR;01.01.1957 00:00;74.4;70;
AIR;01.02.1957 00:00;184.5;225;
AIR;01.03.1957 00:00;111.4;112;
AIR;01.04.1957 00:00;35.5;23;
AIR;01.05.1957 00:00;111.2;60;
AIR;01.06.1957 00:00;385.1;220;
AIR;01.07.1957 00:00;115.3;87;
AIR;01.08.1957 00:00;269.2;154;
AIR;01.09.1957 00:00;37.3;20;
AIR;01.10.1957 00:00;42.3;19;
AIR;01.11.1957 00:00;266.1;121;
AIR;01.12.1957 00:00;185.4;161;
AIR;01.01.1958 00:00;89.9;84;
AIR;01.02.1958 00:00;190;232;
AIR;01.03.1958 00:00;71.4;72;
AIR;01.04.1958 00:00;146.2;97;
AIR;01.05.1958 00:00;384.1;209;
AIR;01.06.1958 00:00;143.6;82;
AIR;01.07.1958 00:00;232.8;175;
AIR;01.08.1958 00:00;422.4;242;
AIR;01.09.1958 00:00;140.7;74;
AIR;01.10.1958 00:00;261.3;120;
AIR;01.11.1958 00:00;101;46;
AIR;01.12.1958 00:00;216.7;189;
AIR;01.01.1959 00:00;110.6;103;15
AIR;01.02.1959 00:00;12.1;15;4
AIR;01.03.1959 00:00;157.9;159;13
AIR;01.04.1959 00:00;179.8;119;12
AIR;01.05.1959 00:00;25.5;14;6
AIR;01.06.1959 00:00;65.2;37;9
AIR;01.07.1959 00:00;94.1;71;10
AIR;01.08.1959 00:00;87.5;50;10
AIR;01.09.1959 00:00;33.8;18;6
AIR;01.10.1959 00:00;213.4;98;7
AIR;01.11.1959 00:00;281.2;128;12
AIR;01.12.1959 00:00;192.3;167;17
AIR;01.01.1960 00:00;141.5;132;10
AIR;01.02.1960 00:00;74.1;90;9
AIR;01.03.1960 00:00;103.1;104;15
AIR;01.04.1960 00:00;47.3;31;3
AIR;01.05.1960 00:00;263.7;143;8
AIR;01.06.1960 00:00;163.8;94;14
AIR;01.07.1960 00:00;228.8;172;10
AIR;01.08.1960 00:00;231.6;132;12
AIR;01.09.1960 00:00;319.4;168;14
AIR;01.10.1960 00:00;520.2;240;18
AIR;01.11.1960 00:00;161.3;74;11
AIR;01.12.1960 00:00;199.6;174;10
AIR;01.01.1961 00:00;53.3;50;6
AIR;01.02.1961 00:00;158.5;194;12
AIR;01.03.1961 00:00;10.1;10;2
AIR;01.04.1961 00:00;168.5;111;14
AIR;01.05.1961 00:00;110.4;60;9
AIR;01.06.1961 00:00;149.9;86;10
AIR;01.07.1961 00:00;101.7;76;9
AIR;01.08.1961 00:00;180.8;103;11
AIR;01.09.1961 00:00;43.8;23;5
AIR;01.10.1961 00:00;262.8;121;10
AIR;01.11.1961 00:00;173.9;79;8
AIR;01.12.1961 00:00;110.5;96;10
AIR;01.01.1962 00:00;94;88;12
AIR;01.02.1962 00:00;83.5;102;9
AIR;01.03.1962 00:00;70.1;71;10
AIR;01.04.1962 00:00;166.2;110;12
AIR;01.05.1962 00:00;165.9;90;13
AIR;01.06.1962 00:00;45.6;26;2
AIR;01.07.1962 00:00;25.7;19;6
AIR;01.08.1962 00:00;128.1;73;6
AIR;01.09.1962 00:00;72.5;38;7
AIR;01.10.1962 00:00;20.6;9;5
AIR;01.11.1962 00:00;195.7;89;12
AIR;01.12.1962 00:00;139.6;121;11
AIR;01.01.1963 00:00;60.3;56;9
AIR;01.02.1963 00:00;21.4;26;5
AIR;01.03.1963 00:00;88.8;90;10
AIR;01.04.1963 00:00;174.7;115;11
AIR;01.05.1963 00:00;108.1;59;10
AIR;01.06.1963 00:00;270.6;155;19
AIR;01.07.1963 00:00;100.4;75;12
AIR;01.08.1963 00:00;208.9;120;14
AIR;01.09.1963 00:00;218.9;115;9
AIR;01.10.1963 00:00;148.2;68;6
AIR;01.11.1963 00:00;514.6;235;15
AIR;01.12.1963 00:00;23.7;21;5
AIR;01.01.1964 00:00;66.3;62;4
AIR;01.02.1964 00:00;50.2;61;7
AIR;01.03.1964 00:00;101.8;103;17
AIR;01.04.1964 00:00;248.6;164;13
AIR;01.05.1964 00:00;61.6;33;10
AIR;01.06.1964 00:00;203.4;116;12
AIR;01.07.1964 00:00;45.9;35;9
AIR;01.08.1964 00:00;108.3;62;9
AIR;01.09.1964 00:00;53.4;28;4
AIR;01.10.1964 00:00;166.4;77;14
AIR;01.11.1964 00:00;148.2;68;13
AIR;01.12.1964 00:00;71.3;62;11
AIR;01.01.1965 00:00;74.1;69;11
AIR;01.02.1965 00:00;6.2;8;2
AIR;01.03.1965 00:00;88.8;90;12
AIR;01.04.1965 00:00;30.1;20;5
AIR;01.05.1965 00:00;200.2;109;10
AIR;01.06.1965 00:00;136.3;78;14
AIR;01.07.1965 00:00;160.1;120;14
AIR;01.08.1965 00:00;257.6;147;12
AIR;01.09.1965 00:00;588;310;15
AIR;01.10.1965 00:00;52.4;24;4
AIR;01.11.1965 00:00;117;53;15
AIR;01.12.1965 00:00;140.6;122;17
AIR;01.01.1966 00:00;35.5;33;5
AIR;01.02.1966 00:00;194.1;237;12
AIR;01.03.1966 00:00;24.4;25;5
AIR;01.04.1966 00:00;169;112;12
AIR;01.05.1966 00:00;141.1;77;9
AIR;01.06.1966 00:00;93.4;53;10
AIR;01.07.1966 00:00;142.1;107;8
AIR;01.08.1966 00:00;170.2;97;13
AIR;01.09.1966 00:00;39.9;21;7
AIR;01.10.1966 00:00;420.3;194;19
AIR;01.11.1966 00:00;280;128;12
AIR;01.12.1966 00:00;87.9;77;11
AIR;01.01.1967 00:00;15.6;15;6
AIR;01.02.1967 00:00;109.8;134;11
AIR;01.03.1967 00:00;210.5;212;15
AIR;01.04.1967 00:00;118.9;79;8
AIR;01.05.1967 00:00;316.8;172;16
AIR;01.06.1967 00:00;102.7;59;9
AIR;01.07.1967 00:00;75.6;57;11
AIR;01.08.1967 00:00;124.4;71;9
AIR;01.09.1967 00:00;238.3;126;14
AIR;01.10.1967 00:00;111.5;51;8
AIR;01.11.1967 00:00;204.3;93;10
AIR;01.12.1967 00:00;17.7;15;5
AIR;01.01.1968 00:00;153.2;143;13
AIR;01.02.1968 00:00;190.8;233;14
AIR;01.03.1968 00:00;74.1;75;6
AIR;01.04.1968 00:00;218;144;14
AIR;01.05.1968 00:00;316.7;172;18
AIR;01.06.1968 00:00;73.7;42;8
AIR;01.07.1968 00:00;128.9;97;10
AIR;01.08.1968 00:00;191.4;109;13
AIR;01.09.1968 00:00;288;152;14
AIR;01.10.1968 00:00;78.5;36;3
AIR;01.11.1968 00:00;435.8;199;13
AIR;01.12.1968 00:00;87;76;9
AIR;01.01.1969 00:00;74.9;70;6
AIR;01.02.1969 00:00;72.8;89;13
AIR;01.03.1969 00:00;42.7;43;7
AIR;01.04.1969 00:00;62.5;41;15
AIR;01.05.1969 00:00;386.5;210;14
AIR;01.06.1969 00:00;246.3;141;10
AIR;01.07.1969 00:00;61;46;8
AIR;01.08.1969 00:00;99.9;57;13
AIR;01.09.1969 00:00;103.3;54;15
AIR;01.10.1969 00:00;0.3;0;0
AIR;01.11.1969 00:00;218.4;100;15
AIR;01.12.1969 00:00;53.9;47;9
AIR;01.01.1970 00:00;135.2;126;9
AIR;01.02.1970 00:00;236.7;289;14
AIR;01.03.1970 00:00;96.1;97;13
AIR;01.04.1970 00:00;207.4;137;11
AIR;01.05.1970 00:00;89.8;49;10
AIR;01.06.1970 00:00;144.3;82;11
AIR;01.07.1970 00:00;69.8;52;10
AIR;01.08.1970 00:00;141.5;81;11
AIR;01.09.1970 00:00;113.8;60;7
AIR;01.10.1970 00:00;269.7;124;11
AIR;01.11.1970 00:00;188.3;86;10
AIR;01.12.1970 00:00;79;69;5
AIR;01.01.1971 00:00;109.9;103;11
AIR;01.02.1971 00:00;22.2;27;4
AIR;01.03.1971 00:00;180.6;182;5
AIR;01.04.1971 00:00;159.5;105;10
AIR;01.05.1971 00:00;218.9;119;18
AIR;01.06.1971 00:00;211.7;121;17
AIR;01.07.1971 00:00;70.1;53;5
AIR;01.08.1971 00:00;138.4;79;13
AIR;01.09.1971 00:00;26.4;14;4
AIR;01.10.1971 00:00;15.2;7;2
AIR;01.11.1971 00:00;282.9;129;12
AIR;01.12.1971 00:00;82;71;6
AIR;01.01.1972 00:00;66.4;62;12
AIR;01.02.1972 00:00;181.1;221;16
AIR;01.03.1972 00:00;168.5;170;13
AIR;01.04.1972 00:00;165.6;109;11
AIR;01.05.1972 00:00;109.4;59;14
AIR;01.06.1972 00:00;301.1;172;15
AIR;01.07.1972 00:00;111.1;84;12
AIR;01.08.1972 00:00;80.1;46;10
AIR;01.09.1972 00:00;146.7;77;12
AIR;01.10.1972 00:00;99.1;46;9
AIR;01.11.1972 00:00;153;70;10
AIR;01.12.1972 00:00;109.6;95;10
AIR;01.01.1973 00:00;50;47;8
AIR;01.02.1973 00:00;28.6;35;5
AIR;01.03.1973 00:00;5.5;6;1
AIR;01.04.1973 00:00;92;61;8
AIR;01.05.1973 00:00;207.1;113;17
AIR;01.06.1973 00:00;191.9;110;13
AIR;01.07.1973 00:00;282.5;212;13
AIR;01.08.1973 00:00;101.8;58;9
AIR;01.09.1973 00:00;105.1;55;6
AIR;01.10.1973 00:00;128.5;59;8
AIR;01.11.1973 00:00;72.7;33;7
AIR;01.12.1973 00:00;271.3;236;12
AIR;01.01.1974 00:00;54;50;7
AIR;01.02.1974 00:00;228;278;17
AIR;01.03.1974 00:00;155.9;157;13
AIR;01.04.1974 00:00;64.1;42;9
AIR;01.05.1974 00:00;65.5;36;10
AIR;01.06.1974 00:00;136.2;78;10
AIR;01.07.1974 00:00;152.4;115;8
AIR;01.08.1974 00:00;163.9;94;9
AIR;01.09.1974 00:00;175.5;93;11
AIR;01.10.1974 00:00;103.4;48;9
AIR;01.11.1974 00:00;296.5;135;16
AIR;01.12.1974 00:00;63.4;55;9
AIR;01.01.1975 00:00;193.2;181;10
AIR;01.02.1975 00:00;27.3;33;5
AIR;01.03.1975 00:00;184.6;186;17
AIR;01.04.1975 00:00;226.1;149;11
AIR;01.05.1975 00:00;208.8;113;16
AIR;01.06.1975 00:00;90.4;52;11
AIR;01.07.1975 00:00;83.3;63;9
AIR;01.08.1975 00:00;95.1;54;10
AIR;01.09.1975 00:00;479.1;253;15
AIR;01.10.1975 00:00;80.2;37;7
AIR;01.11.1975 00:00;179;82;16
AIR;01.12.1975 00:00;16.1;14;5
AIR;01.01.1976 00:00;18.1;17;3
AIR;01.02.1976 00:00;36.1;44;9
AIR;01.03.1976 00:00;15.7;16;3
AIR;01.04.1976 00:00;117.4;78;4
AIR;01.05.1976 00:00;29.9;16;5
AIR;01.06.1976 00:00;67;38;8
AIR;01.07.1976 00:00;74.2;56;10
AIR;01.08.1976 00:00;193.1;110;9
AIR;01.09.1976 00:00;416.5;220;11
AIR;01.10.1976 00:00;649.9;299;17
AIR;01.11.1976 00:00;291.9;133;11
AIR;01.12.1976 00:00;78.8;69;8
AIR;01.01.1977 00:00;153.6;144;11
AIR;01.02.1977 00:00;190;232;14
AIR;01.03.1977 00:00;194.7;196;12
AIR;01.04.1977 00:00;307.7;203;15
AIR;01.05.1977 00:00;308.6;168;16
AIR;01.06.1977 00:00;198.1;113;14
AIR;01.07.1977 00:00;245.1;184;10
AIR;01.08.1977 00:00;391.7;224;18
AIR;01.09.1977 00:00;10.2;5;5
AIR;01.10.1977 00:00;501.4;231;14
AIR;01.11.1977 00:00;118.1;54;10
AIR;01.12.1977 00:00;101.7;89;5
AIR;01.01.1978 00:00;202.6;189;16
AIR;01.02.1978 00:00;275.1;336;15
AIR;01.03.1978 00:00;203.1;205;16
AIR;01.04.1978 00:00;169.7;112;17
AIR;01.05.1978 00:00;159.9;87;14
AIR;01.06.1978 00:00;143.7;82;10
AIR;01.07.1978 00:00;176.8;133;13
AIR;01.08.1978 00:00;211.3;121;7
AIR;01.09.1978 00:00;13.4;7;5
AIR;01.10.1978 00:00;89.1;41;4
AIR;01.11.1978 00:00;1.3;1;1
AIR;01.12.1978 00:00;140.6;122;13
AIR;01.01.1979 00:00;121.2;113;11
AIR;01.02.1979 00:00;77.4;95;11
AIR;01.03.1979 00:00;356.1;359;19
AIR;01.04.1979 00:00;83;55;7
